id,Name,TrainingName,TrainerName,feedback
687,Noby Schoenrock,Typescript,Drusy Marklund,Poor
621,Bird Beadnall,DBT,Addison Lorent,Moderate
640,Joycelin Donalson,Data Warehouse,Opalina Rollings,Poor
948,Margarethe Maxworthy,Cloud Platforms,Cordula Molnar,Good
457,Clareta O'Sheils,UI/UX(Figma),Caritta Roderham,Poor
115,Noach Coultous,HTML&CSS,Maddie Acutt,Moderate
218,Lottie ffrench Beytagh,HTML&CSS,Lorna Wrankmore,Very Good
668,Patrizius Dumblton,Networking,Alexei Greenin,Very Good
114,Vivia Domengue,Power BI,Tommy Woodroof,Moderate
5,Monika Whitman,Power BI,Darcie Cockayme,Poor
603,Vivie Gready,Javascript,Lissy Spottiswoode,Moderate
143,Siward Wofenden,Python,Smith Blanpein,Poor
379,Bennie Feltham,Typescript,Filia Ranahan,Moderate
440,Grazia McGillivray,HTML&CSS,Lory O'Brallaghan,Very Good
98,Jerrome Ruddy,HTML&CSS,Carleen Choulerton,Excellent
872,Pablo Radborne,QA,Maximilian Ransfield,Very Good
987,Nelie Blackaller,React JS,Felicio Shewsmith,Very Good
521,Ainslee Goodbur,DBT,Farleigh Edgehill,Moderate
172,Emanuele Vaughn,DBT,Devan Crowth,Very Good
689,Karlie Elvish,Web Scraping,Mendel Cattini,Very Good
37,Jonas Dowry,Python,Spense Prewett,Good
418,Corinna Cramb,ADF,Torrance Stubs,Very Good
756,Alexine Lovewell,Javascript,Katheryn Bachanski,Very Good
568,Brendin Devoy,Cloud Platforms,Jonis Blacklidge,Excellent
977,Leanora Tuiller,Software Components,Melantha Buckney,Very Good
941,Ginelle McVaugh,ADF,Chev Quinlan,Good
53,Brigid Kilty,DBT,Quillan Gaw,Moderate
624,Starla O'Sharkey,Web Scraping,Hermia Stobart,Good
27,Kathi Clilverd,Networking,Jakie Verner,Poor
38,Cloe Ziebart,UI Path,Carena Antyukhin,Good
738,Aguste Totaro,Web Scraping,Clem Smethurst,Moderate
393,Hedi Nolton,Git & Version Control,Kiri Joblin,Excellent
488,Celesta Wilcocks,Power BI,Bertie Bettles,Good
57,Margret Kays,DBT,Catlaina Tassel,Moderate
541,Shae Snare,Data Warehouse,Barby Winridge,Excellent
748,Roi Aubrun,ADF,Tabby Kenan,Moderate
310,Roarke Heersma,Typescript,Gay Arenson,Moderate
676,Dulcea Stanger,UI/UX(Figma),Whittaker Guice,Excellent
321,Judas Devigne,Software Components,Madlin Small,Good
915,Bancroft Brodhead,Javascript,Lulita Abrahamson,Very Good
120,Allie Rivel,UI/UX(Figma),Jock Coleshill,Very Good
274,Hoyt Dominguez,Javascript,Lovell Medland,Poor
837,Barri Kiss,Git & Version Control,Ford Bruhnicke,Excellent
467,Constantino Adamski,Python,Emilie McKoy,Very Good
16,Bernie Seabrocke,UI Path,Danika Thomas,Poor
305,Collen Chaldecott,Typescript,Virgil Parlatt,Moderate
929,Town Gulland,UI Path,Addison Smallridge,Good
851,Stanislaus Salkeld,Data Warehouse,Verge Shevill,Excellent
647,Allsun Tiffney,Software Components,Alberik Aickin,Excellent
496,Reg Phelips,Typescript,Lucias Litt,Excellent
31,Desirae Saffe,DBT,Brent Stoop,Excellent
789,Poppy Batchelar,Networking,Enoch Goley,Good
793,Jayme Tampen,Javascript,Xever McEnteggart,Moderate
456,Abba Mazdon,Cloud Platforms,Ludovika Ivison,Very Good
871,Doti Bendan,SQL,Trixie Jiggen,Moderate
772,Kele Clow,Javascript,Susanna Edmondson,Good
231,Joyous Gamon,Analytics & Reporting,Becca Lilly,Good
801,Benoite Bateson,Networking,Giralda Dunsmuir,Moderate
310,Tatum Hubbert,UI Path,Grier Ruegg,Poor
640,Quinn Yurevich,DBT,Parnell Crankshaw,Poor
310,Field Melbury,Networking,Dasha Winear,Good
967,Herrick Axby,Git & Version Control,Evelyn Dowderswell,Excellent
853,Mechelle Lehrer,Python,Klement Osipenko,Good
56,Abagael Domney,Javascript,Jewell Heinel,Good
772,Fenelia Rooze,Data Warehouse,Nikita Kalkofen,Poor
374,Bev Giaomozzo,SQL,Lethia Hounihan,Excellent
263,Myrta Corkish,Web Scraping,Prinz Lerego,Excellent
28,Jenica Tutt,Python,Alvinia Girdler,Excellent
578,Valdemar Collimore,Networking,Mayne Flaubert,Excellent
748,Polly Kersting,ADF,Annalee Haily,Moderate
739,Norry Sealeaf,UI Path,Trina Perche,Moderate
328,Linn Fonzo,Power BI,Chrystel Brasier,Poor
665,Aksel Eggins,DBT,Milty Di Biagi,Moderate
295,Piper Rockcliff,Analytics & Reporting,Jerrilyn Rowswell,Very Good
936,Maisey Iczokvitz,Cloud Platforms,Velma Hakking,Poor
20,Nadia Darbey,Javascript,Davida Clemont,Good
867,Frasco Zanazzi,DBT,Dominick Clemmen,Moderate
805,Harlene Stivani,Typescript,Jessica Bestar,Moderate
218,Mitch Caldwell,Data Warehouse,Karen Cobbin,Moderate
851,Travis Beades,React JS,Callie Turner,Good
486,Ricoriki Ferraron,Analytics & Reporting,Rickard Booeln,Poor
67,Jerrilee Janoschek,React JS,Adham Cattroll,Moderate
866,Nathanil Ranyard,OS,Minerva Morat,Very Good
231,Renae Colclough,Web Scraping,Rosabella Gulleford,Good
238,Duffie Daudray,React JS,Trix Smythin,Good
632,Agretha Reidshaw,Python,Inness Derx,Very Good
334,Glyn Watling,Power BI,Merilyn Korlat,Poor
